id,log2r10,log2r20,log2r30,log2r40,log2r50,log2r60,TF,ethylene,auxin,cellwall,ATP
AT2G18800,0.239569876865,-0.129974544149,-0.569426721175,-1.21219072842,-3.57824642207,-3.71612689652,0,0,0,1,5
AT2G18950,-0.35381097667,-0.961806846497,-0.778008401335,-0.672965919358,-0.454120059253,-0.219979462519,0,0,0,1,2
AT2G18980,0.179262209983,-0.0145691926474,-0.349404581623,-0.713567291035,-0.726656998442,-1.34214849942,0,0,0,0,6
AT2G19572,0.112110696989,0.304919446005,-0.00838316941121,0.557644600357,0.811995054115,0.863303389167,0,0,0,0,5
AT2G19590,-0.13641317721,-0.324845219988,0.689304042379,1.32703531984,1.08872737326,1.07573559336,0,0,0,0,3
AT2G19760,-0.00617313568291,-0.405958897828,-0.336582137714,-0.66700299949,-0.645549095284,-0.54983281695,0,0,0,0,4
AT2G19780,-0.0115724821647,-0.412812698385,-0.646992288007,-1.13408145138,-0.825560496555,-0.67970482488,0,0,0,0,3
AT2G19800,0.106691310999,-0.48026143837,0.161465920108,-0.0381356863459,0.330138668752,1.0156670764,0,0,0,0,6
AT2G19970,0.296414643125,0.0132863338406,0.354126490247,0.409424561395,1.4106614261,1.75229799721,0,0,0,0,5
AT2G20160,-5.07752786319,-0.703647688671,2.02995078343,0.953690867418,3.95827930409,7.62400242298,0,0,0,0,6
AT2G20480,-0.398353988885,-1.1650338071,-1.68401853979,-0.824364207867,-0.559724539898,-1.11420405538,0,0,0,0,2
AT2G20500,0.16165311136,0.12959011943,-0.34474153835,0.0657167918151,0.62651221758,0.779503592159,0,0,0,0,5
AT2G20520,0.181733253574,0.089360044218,0.531733946377,1.06762923951,2.0794507875,2.17076605084,0,0,0,0,4
AT2G20550,-0.0939449494736,-0.260500771268,0.172069902408,0.238059896707,0.509895721285,1.04562038342,0,0,0,0,6
AT2G20670,-0.159507028994,-0.585540212223,-0.409216653538,-0.502245934377,-0.0958610648534,1.13994428479,0,0,0,0,6
AT2G20750,-0.652300949746,-0.986086051407,-1.32731704252,-1.39452230416,-1.23609657778,-1.06363677825,0,0,0,1,1
AT2G20835,-0.376622676149,-0.393109695208,-0.779206896491,-0.933681111827,-0.830898828324,-0.86321547087,0,0,0,0,3
AT2G20950,0.263704710064,-0.0511590778817,-0.187443306409,-0.00426956243341,0.137029420057,0.807718736058,0,0,0,0,6
AT2G21050,0.138007473624,0.101165593994,0.0148683359529,-0.713369794436,-0.523058479263,-0.517471839944,0,0,1,0,4
AT2G21140,0.463036939012,-0.28461009663,-0.560395352206,-0.947030048904,-2.34943116313,-2.06413259796,0,0,0,0,4
AT2G21185,0.146189737526,0.0573197635079,-0.706821331387,0.389438996611,0.615465934959,0.945337002922,0,0,0,0,3
AT2G21188,0.0370127540721,-0.0302654600952,-0.420592920453,0.232141703761,0.0460985828305,0.806837703467,0,0,0,0,6
AT2G21210,-0.228428369411,-0.82388238854,-1.20594815547,-1.22113622421,-0.95915655442,-0.798613349485,0,0,0,0,2
AT2G21260,-0.133104855244,-0.354777905561,-0.346281429358,-0.714229014385,-0.396130837098,-0.443632000882,0,0,0,0,4
AT2G21280,0.0195532120079,-0.444458350242,-0.455354035715,-0.0105796705904,-0.388594170412,-0.660954287601,0,0,0,0,6
AT2G21360,-0.892004594821,-0.35030161936,0.456127672992,-1.62861651915,-0.49473647279,1.1251366872,0,0,0,0,4
AT2G21370,-0.0305964171244,-0.24166538366,-0.170278466681,-0.274842882346,-0.828947748923,-1.10657362025,0,0,0,0,6
AT2G21550,0.52085073992,-0.0875059457324,0.0813058755115,0.458978739566,0.431428852882,0.731768457981,0,0,0,0,6
AT2G21910,0.197598545442,-0.150754480444,0.277774928899,1.03397625568,1.0396252496,1.46005999983,0,0,0,0,5
AT2G22122,-0.606088478498,-0.126433806005,0.548823623814,0.73804686604,1.3354921936,1.01245902456,0,0,0,0,6
AT2G22330,0.0642406385789,-0.430973127524,-1.02791752697,-1.68904123447,-1.47407091524,-1.61748137633,0,0,0,1,3
AT2G22420,-0.110370420954,0.0643478965527,-0.209904603242,-0.638076345345,-0.519856451558,-0.578495682498,0,0,0,0,4
AT2G22425,-0.110278527396,-0.507745286235,-0.682209410735,-0.12881458447,-0.18351763833,-0.127373412155,0,0,0,0,3
AT2G22430,-0.28637089091,-0.62727650801,-0.714186186964,-0.9092985317,-0.870670868843,-0.504964820601,1,0,0,0,5
AT2G22510,0.267888055917,-0.216513406123,-0.697474104048,-1.34936684983,-2.3967834186,-3.64952721328,0,0,0,0,4
AT2G22660,-0.106810861262,-0.256812756563,-0.00305450134614,0.146033361602,0.11788420367,0.712541066207,0,0,0,0,6
AT2G22680,0.125111043134,0.457149371086,0.144658548033,0.219752137531,0.477362486466,0.881749147156,0,0,0,0,6
AT2G22770,-0.583456554614,-0.919674158089,-1.05140494247,-1.33135170287,-1.34855898149,-1.32753908056,1,0,0,0,5
AT2G22880,0.331833158348,0.55839452021,1.4175241691,2.43506018164,1.88683518982,1.93747714483,0,0,0,0,3
AT2G22930,-0.145199369285,-0.55150459864,-0.817823297542,-1.5716172557,-2.1518912979,-2.09000705948,0,0,0,0,3
AT2G23010,-0.36669249092,-0.404038563143,-0.282887319028,-0.917467818875,-1.44224228555,-1.40562842573,0,0,0,0,5
AT2G23100,0.475453107159,0.0423606341692,0.0154418084548,0.0533567261303,0.37119874989,0.583155871482,0,0,0,0,6
AT2G23120,-0.00374197556587,-0.562270474239,-0.755069685499,-0.764614176418,-1.20712350743,-1.08380288876,0,0,0,0,3
AT2G23170,0.473058427252,0.634962364115,-0.126213640407,-0.106388877409,0.5154110164,0.70623132981,0,0,1,0,6
AT2G23180,0.1548807432,-0.401264328432,0.564144487862,0.716762569587,0.598222102004,0.878244627458,0,0,0,0,6
AT2G23290,0.0779728137364,-0.0245310709674,-0.0428904165928,0.331865096065,0.42979378499,0.779502318798,1,0,0,0,6
AT2G23340,0.131956445702,-0.274151462257,-0.808252507984,-0.0720071291499,0.369594598211,0.487348761468,1,0,0,0,3
AT2G23540,-0.0869307171533,-0.935807137071,-0.914927986044,-0.927598294083,-2.13992187958,-3.48831324856,0,0,0,0,5
AT2G23810,0.183632274036,-0.0249879352492,0.375827653107,0.614202964562,0.513709367482,0.587739925969,0,0,0,0,6
AT2G24230,-0.356837329739,-0.725779399677,-0.764489224302,-0.78580053456,-0.489383429267,-0.412768069365,0,0,0,0,2
AT2G24260,-0.142853188228,0.0472917625341,0.0878047612091,0.502186806754,0.745511410404,0.938006175643,1,0,0,0,6
AT2G24330,-0.180680461128,-0.591632900298,-0.26741956846,-0.51005373644,-0.574772591904,-0.0432431413834,0,0,0,0,2
AT2G24560,-0.130067573738,0.205340461811,-0.252887684273,-1.91144853352,-2.38962521159,-2.84800933185,0,0,0,0,4
AT2G24762,-0.189748216772,-1.06975000639,-1.19947173198,-1.71363343781,-1.59382519253,-1.91402110334,0,0,0,0,2
AT2G24970,-0.433079619974,-0.834532942884,-0.536836635495,-0.0714310210953,0.282874046658,0.166525574834,0,0,0,0,2
AT2G24980,0.468081997884,0.30092577566,0.308035797337,0.98908604742,2.46449563176,2.98667967069,0,0,0,0,4
AT2G25052,-0.401712984592,-0.905275636775,0.785270062375,0.223160894058,-0.23019477823,0.764175410917,0,0,0,0,2
AT2G25150,-0.0182183478174,-0.885776185019,-0.533790856275,-1.20459243321,-1.67592629533,-2.63151188023,0,0,0,0,2
AT2G25160,0.140005194931,-0.517605757167,-0.392328309297,-0.554759958741,-0.728840123883,-0.930630036736,0,0,0,0,6
AT2G25200,-0.178310632691,-0.89029298892,-1.47284268457,-1.8144698266,-1.03141246345,-0.334848581709,0,0,0,0,3
AT2G25240,0.0263274107224,0.229847743011,0.331526946743,0.15714368261,0.692777756352,1.18575525009,0,0,0,0,6
